doc_id,content,label
21649,108820 8259 22836 142612 74343 124746 124746 8259 22836 142612 8259 142612 108820 109631 74343 8259 142612 108820 109631 74343 109631 108820 124746 109631 124746 8259 22836 8259 124746 124746 108820 8259 22836 109631 8259 108820 8259 22836 142612 108820 109631 124746 109631 74343 8259 22836 8259 8259 22836 142612 109631 74343 109631 108820 124746 8259 124746 109631 109631 74343 8259 22836 8259 109631 8259 22836 109631 108820 124746 108820 109631 74343 124746 124746 109631 22836 74343 124746 8259,thoi-su
21650,154611 74564 54130 129322 54130 154611 74564 154611 93712 131669 54130 154611 74564 93712 129322 154611 74564 93712 131669 54130 154611 74564 93712 131669 54130 154611 74564 154611 74564 93712 131669 54130 93712 129322 154611 74564 154611 74564 93712 131669 54130 154611 74564 93712 154611 93712 131669 54130 93712 93712 74690 74690 74690 93712 131669 54130 54130 74690 74690 93712 154611 93712 154611 74564 74564 93712 131669 54130 74690 154611 54130 74690 154611 93712 131669 54130 129322 54130 154611 74564 154611 74564 93712 129322 54130 93712 131669 54130 154611 74564,thoi-su
21651,130696 97147 93426 42338 97147 116214 130696 93426 87554 116214 93426 42338 97147 93426 97147 42338 130696 87554 130696 93426 42338 116214 26340 97147 87554 87554 87554 116214 116214 87554 26340 97147 93426 87554 87554 26340 87554 87554 26340 26340 97147 42338 93426,thoi-su
21652,22664 161711 142373 142373 109449 50001 22664 161711 160443 109449 50001 109449 22664 161711 22728 22664 161711 22664 22664 142373 142373 160443 109449 50001 50001 22664 161711 22664 22728 22664 161711 22664 22664 161711 22664 22664 142373 22664,thoi-su
21653,109550 133839 85296 34938 85296 109550 133839 140643 140643 34938 96776 109550 85296 96776 140643 34938 85296 34938 34938 85296 96776 109550 34938 96776 85296 139442 109550 133839 140643 109550 133839 140643 139442 133839 140643 133839 96776 85296 109550 34938 109550 109550 139442 133839 133839 34938 139442 109550 96776 85296 139442 109550 139442,thoi-su
21654,64312 161592 161035 93006 5546 94649 64312 161592 161035 93006 5546 158562 158562 5546 94649 64312 161592 161035 93006 5546 94649 161592 161035 93006 161592 5546 161592 161035 93006 94649 64312 161592 161035 93006 161592 161592 5546 158562 5546 158562,thoi-su
21655,87554 93426 25443 93426 25513 124969 87554 93426 25513 25513 25443 93426 25443 93426 25513 93426 93426 92816 93426 87554 25513 87554 25443 124969 87554 25443 25443 67195 93426 25513 124969 25443 67195 92816 93426 67195 87554 93426 92816 67195 93426 87554 87554 67195 87554 124969 93426 67195 25513 92816 124969 92816 124969 25513 87554,thoi-su
21656,131593 16196 72563 129622 124746 96913 87859 72563 131593 124746 96913 87859 129622 16196 131593 129622 16196 16196 72563 72563 16196 131593 129622 124746 96913 87859 124746 96913 87859 129622 72563 124746 72563 72563 72563 131593,thoi-su
21657,15932 22831 14876 130604 150915 15932 22831 14876 130604 109465 13862 109465 14876 15932 150915 15932 22831 14876 130604 109465 15932 22831 14876 130604 109465 150915 15932 22831 14876 130604 109465 15932 22831 13862 109465 13862 14876 109465 15932 15932 22831 14876 130604 109465 150915 15932 22831 15932 22831 14876 130604 109465 15932 22831 150915 14876 150915 150915 15932 22831 14876 130604 109465 22831 14876 130604 109465 150915 14876 130604 109465 15932 22831,thoi-su
21658,18819 153586 153586 125356 158562 153628 18819 104535 158562 153586 125356 158562 104535 158562 153628 125095 125095 125095 153586 153586 153628 153586 125095,thoi-su
21659,153581 10692 93006 20301 27802 94881 151002 153581 10692 93006 20301 27802 94881 153581 93006 20301 27802 151002 153581 93006 20301 153581 153581 10692 93006 20301 27802 94881 10692 93006 20301 27802 94881 153581 10692 153581 20301 20301 151002 153581 10692 93006 20301 27802 94881 153581 27802 94881 153581 27802 153581 153581 153581,thoi-su
21660,97681 41155 158185 115278 66886 124487 105970 97681 124487 105970 158185 115278 158185 41155 66886 124487 105970 66886 158185 115278 66886 105970 158185 97681 124487 105970 158185 41155 124487 105970 41155 97681 41155 158185 97681 105970 158185,thoi-su
21661,64147 39928 157254 84227 52327 64147 39928 157254 84227 10692 52327 64147 157254 84227 10692 124890 84227 10692 124890 84227 10692 52327 124890 84227 10692,thoi-su
21662,66789 157318 10644 24520 141158 157318 109550 16013 109550 24520 157318 157318 141158 157318 10644 66789 16013 16013 109550,thoi-su
21663,128259 124561 42994 124561 42994 158562 143128 123870 158562 158562 128259 124561 42994 128259 34945 158562 143128 42994 123870 124561 34945 158562 143128 123870,thoi-su
21664,15613 93558 84413 92166 15613 124498 75223 15613 93558 93558 92166 92166 75223 43199 124498 75223 84413 84413 84413 124498 84413 84413 84413 43199 124498,thoi-su
21665,33816 13904 26028 26940 26940 13904 26028 33816 13904 28534 26940 54989 54971 13904 26028 33816 13904 28534 28534 13904 26028 26940 26028 13904 26028 54989 54971 54989 54971 13904 26028 13904 26028 13904 26028 54989 54971,thoi-su
21666,64986 150466 114295 150466 114295 74127 64986 34930 74127 150466 74127 150466 34930 74127 150466 34930 103537 150466 74127 64986 103537 34930 64986 150466 114295 15917 114295 150466 64986 114295 74127 15917 114295 103537 150466,thoi-su
21667,26014 49015 4971 136023 75463 52176 49015 26014 49015 4971 136023 75463 94764 75463 94764 49015 94764 94764 75463 136023 26014 49015 4971 49015 52176 26014 49015 75463 49015 4971 52176 49015 4971 26014 49015 52176 75463 49015 136023 75463 26014 49015 4971 75463 75463 49015 4971 52176 75463 49015 4971 75463 136023 49015 4971 26014 49015 75463 49015 4971,thoi-su
21668,87699 22435 126766 22289 22289 161736 87699 154393 53724 126766 126766 22289 87699 22435 154393 53724 22289 161736 126766 87699 22435 161736 87699 154393 53724 87699 22435 87699 154393 161736 22289 87699 161736 22289 154393 53724 161736 161736 87699 22435 53724 126766 87699 22435 154393 53724 154393 154393 53724 87699 22435 22435 154393 87699 22435 22435 22435 154393 87699 22435 87699 22435 126766 87699 22435 87699 22435,thoi-su
21669,28692 14085 142395 28692 14085 27258 22221 15031 15384 142395 15031 27258 22221 28692 14085 15031 27258 15384 142395 28692 14085 15031 27258 28692 14085 15384 142395 28692 14085 27258 27258,thoi-su
21670,28370 24520 24520 158562 28370 70193 158562 141157 141157 105714 24520 158562 125095 105714 28370 24520 125095 158562 70193 125095,thoi-su
21671,26109 114005 153616 153616 26109 114005 87762 26109 114005 162351 150145 108160 153616 26109 114005 162351 87762 26109 114005 162351 150145 108160,thoi-su
21672,26028 150290 22435 75594 26028 150290 96607 27845 22435 96607 26028 150290 22435 75594 146419 26028 150290 96607 75594 27845 22435 96607 26028 75594 146419 96607 26028 75594 75594 26028 150290 22435 75594 26028 150290 26028 22435 96607 96607 26028 75594 146419 26028 150290 22435 146419 26028 22435 26028 22435 27845,thoi-su
21673,24520 157318 13261 16013 34602 24520 157318 13261 16013 24520 34602 24520 66781 24520 34602 157318 13261 125095 16013 24520 157318 13261 157318 125095 16013 125095 66781 125095 125095,thoi-su
21674,26028 22435 54158 69789 26028 22435 69789 69789 26028 22435 62560 154451 128874 128874 26028 54158 26028 22435 62560 154451 128874 54158 26028 22435 54158 26028 22435 62560 154451 128874 54158 26028 54158 26028 22435 54158 54158,thoi-su
21675,26125 96607 26125 75357 26125 26028 26028 26125 54989 84870 96607 26028 26125 53743 96607 26125 75357 26028 26028 26028 26028 53743 26028 26125 75357 53743 26125 96607 26028 26028 54989 96607 96607 26028 26125 54989 84870 26125 53743 26028 26125 26125 75357 53743,thoi-su
21676,159819 15680 130070 139442 159819 15680 130070 140055 19750 139442 84420 159819 140055 130070 139442 159819 140055 159819 140055 159819 84420 159819 19750 139442 159819 15680 140055 140055 159819,thoi-su
21677,129123 129123 150408 134168 72159 125380 129123 87985 72159 125380 125380 129123 125380 87985 54023 150408 134168 129123 54023 150408 134168 129123 150408 134168 87985 54023 150408 134168 129123 150408 150408 72159 54023 54023 150408 150408 134168 72159 129123 125380 87985 134168 129123 125380 72159 134168 72159 125380 72159 87985 72159 72159 87985 129123 87985,thoi-su
21678,131593 142521 130203 142521 130203 131593 131593 161328 131593 161328 22038 142521 142496 108914 131593 22038 142521 22038 142521 131593 142521 130203 131593 131593 131593 142521 161328 142521 22038 142521 142496 108914 131593 161328 130203 22038 142521 161328 161328 22038 142496 108914 142521 142521 130203 22038 142521 142496 108914 142521,thoi-su
21679,34945 84212 64209 65820 54203 149073 50705 149073 50705 34945 84212 64209 65820 54203 149073 50705 149073 34945 84212 65820 54203 34945 84212 64209 65820 54203 149073 34945 84212 64209 65820 149073 50705 54203 149073 50705 84212 64209 65820 54203 149073 34945 84212 65820 149073 34945 54203 65820,thoi-su
21680,63963 75223 162149 15613 22237 97328 93570 162149 162149 63963 75223 162149 162149 162149 75223 15613 93570 162149 162149 162149 162149 97328 22237 75223 63963 75223 15613 162149 162149 75223 162149 63963 75223 93570 162149 22237 97328 162149 97328 22237 93570,thoi-su
21681,158386 158386 76957 76957 87744 104423 54768 158386 158386 87744 64640 76957 54768 158386 87744 104423 54768 32131 76957 64640 76957 87744 158386 158386 158386 158386 158386 54768 64640 87744 76957 87744 104423 54768 76957 87744 104423 87744 104423 54768 32131 54768 32131 64640 64640 64640,thoi-su
21682,153655 159064 153628 15755 75374 93391 54203 159064 75374 93391 153628 15755,thoi-su
21683,93569 161736 10692 97257 149393 14190 161736 10692 149393 149393 14190 97257 93569 149393 84227 10692 97257 149393 97257 10692 161736 93569 149393 10692 84227 14190 10692 97257 161736 84227 10692 14190 97257 10692 10692 84227 161736 10692 14190 14190 84227 161736 10692 84227 161736 84227 14190 84227 161736 84227 161736 10692 97257 161736 161736 161736 84227 84227 93569 10692 161736 161736 10692 14190 161736 93569 149393 84227 10692 14190 93569 149393 149393 84227 93569 149393,thoi-su
21684,129130 150466 150466 129130 150466 138993 74857 130070 108845 74127 150466 130070 150466 138993 74857 108845 129130 150466 138993 74857 150466 130070 108845 150466 108845 129130 150466 129130 150466 150466 108845 130070 150466 150466 138993 74857 108845 150466 150466 129130 150466 130070 108845 150466 150466 150466 138993 74857 150466 150466 130070 150466 129130 150466 74127 130070 150466 74127 108845 150466 130070 74127 150466 108845 150466 108845 150466,thoi-su
21685,67932 157019 67932 10062 67932 53394 143419 10062 67932 157019 67932 10062 74832 10062 157019 74832 109695 53394 143419 74832 67932 109695 109695 53394 143419 109695 67932 10062 157019 67932 67932 74832 157019,thoi-su
21686,52176 94997 52176 52176 52176 34938 34938 94997 52176 34938 94997 52176 45808 34938 45808 93760 45808 45808 45808 45808 34938 43295 93760 45808 43295 93760 45808 43295 34938 1645 34938 1645 93760 1645 52176 34938 34938 52176 34938 34938 34938 43295 34938 34938,thoi-su
21687,161192 54158 21099 21099 161192 46118 54158 140211 54158 21099 146107 21099 161192 21099 54158 140211 46118 54158 21099 140211 146107 140211 146107 140211 140211 146107 108820 54158 46118 140211 108820 54158 46118 108820 161192 140211 161192 161192 46118 54158 161192 108820 161192 140211 140211 21099 161192 46118 54158 140211 108820 46118 21099 161192 108820 146107 21099 108820 21099 21099 21099,thoi-su
21688,93712 113910 93712 113910 119100 126771 93712 113910 119100 159432 113910 113908 159432 93712 140185 113910 93712 113910 119100 140185 113908 159432 113910 119100,thoi-su
21689,53743 159094 34938 159094 68565 53743 159094 34938 159094 68565 134150 72848 53743 159094 68565 72848 159094 134150 134150 34938 159094 68565 134150 53743 134150 72848 34938 53743 124364 72848 124364 34938 124364 34938 159094 159094 68565 124364 34938 34938 159094 159094 68565 159094 159094 159094 68565 124364 34938 53743 34938 159094 134150 34938 53743 53743 53743 34938,thoi-su
21690,158264 140055 124498 93079 159819 158264 140055 140055 159819 159819 158264 140055 93079 158264 140055 158264 140055 158264 140055 52645 158264 140055 140055 40975 52645 159819 158264 140055 140055 40975 124498 159819 124498 93079 158264 140055 124498 40975 93079 40975 93079 40975 93079 140055 124498 124498 159819 52645 140055 40975 140055 52645 52645 158264 140055 40975 140055 140055 52645 140055 52645 40975 52645 140055,thoi-su
21691,131593 132489 33751 33751 63306 132489 26896 63307 142658 131593 63307 142658 26896 63307 142658 63306 131593 63307 63307 131593 132489 26896 132489 33751 33751 132489 33751 131593 131593 131593 131593 131593 33751 33751 131593 63307 142658 63306 132489 26896,thoi-su
21692,159928 154611 74564 136880 22291 16257 159928 154611 74564 159928 159928 16257 136880 22291 154611 74564 16257 136880 26975 159928 22291 159928 22291 16257 26975 136880 16257 26975 16257 154611 74564 22291 159928 159928 136880 22291 16257 26975 159928 16257 26975 16257 159928 22291 136880 16257 26975 159928 16257 136880 22291 16257 136880 159928 136880 16257 159928 22291 136880 16257 26975 136880 22291 154611 74564 26975 154611 74564 26975 154611 74564 154611 74564,thoi-su
21693,149299 153589 153586 149299 153586 158562 89346 138764 27980 158562 153589 153586 149299 153586 153586 153586 27980 153589 158562 89346 138764 153586,thoi-su
21694,21436 143424 159064 153654 153654 21436 143424 21436 75222 75222 76633 75222 159064 21436 21436 143424 141835 75222 159064 21436 143424 141835 21436,thoi-su
21695,21452 75874 26866 104397 21452 73653 104397 142373 26866 104397 75874 142373 26866 131264 26866 104397 142373 26866 21452 21452 75874 131264 142373 131264,thoi-su
21696,85149 81782 85149 131600 22664 131600 85149 141674 85149 81782 135664 85149 85149 135664 85149 131600 141674 131600 69728 85149 69728 22664 85149 131600 22664 141674 69728 22664 22664 131600 22664 141674 141674 141674 22664 131600 22664 131600 141674 131600 131600 131600 131600 131600 85149 135664 81782 131600 85149 131600 85149 85149 135664 81782 131600,thoi-su
21697,52580 124001 140448 104322 124005 124001 52580 140448 52580 124005 159709 52580 124005 140448 159709 104322 104322 124005 124001 52580 104322 124005 140448 124005 124005 140448 52580 52580 52580 124001 52580 124005 140448 124005 159709 74516 124001 124005 140448 124001 124001 124001 124005 124005 52580 104322 140448 104322 159709 159709 74516 124001 124001 104322 124005 104322 159709 74516 159709 74516 159709 124001 159709 74516 159709 74516 159709 159709 104322 124005 104322 159709 74516 159709 74516 159709 124001 159709 159709 124005 104322 104322,thoi-su
21698,109280 93079 84413 159819 15680 109280 93079 84413 109280 93079 109280 93079 84413 93079 84413 84413 159819 15680 109280 159819 15680 40975 109280 140055 40975 140055 40975 140055 40975 159819 40975 140055 40975 109280 159819 140055 140055 40975 159819 15680 159819 140055 159819 15680 93079 93079 93079 93079 93079 93079 93079 84413 109280 84413,thoi-su
21699,81809 13877 81809 135125 81809 43181 159368 81809 135125 43181 159368 159368 135125 140258 81809 65516 43181 140258 65516 13877 65516 140258 81809 43181 140258 65516 13877 13877 65516 140258 65516 159368 43181 140258 65516 13877 65516,thoi-su
21700,24520 97681 75585 34602 153581 26940 153581 24520 97681 75585 34602 153581 26940 24520 97681 75585 34602 153581 26940 149104 26940 153581 24520 153581 24520 149104 153581 24520 34602 153581 26940 75585 97681,thoi-su
21701,33104 141088 33110 108842 162961 149163 33110 162961 108842 162961 149163 33110 33110 33104 108842 162961 149163 141088 162961 33110 108842 97199 108842 33110 33104 97199 108842 162961 149163 33110 33104 33110 149163 33110 108842 33110 97199 97199 33110 33110 33110 33104 33110 97199 162961 33104 97199,thoi-su
21702,26094 148254 157226 84446 125324 149341 26094 148254 157226 125324 149341 84446 26094 148254 157226 26028 148254 84446 26028 26094 148254 84446 26028 26094 148254 157226 149341 26094 148254 26094 148254 157226 148254 26028 26028 26094,thoi-su
21703,157736 93693 108874 133839 135831 129406 108874 93693 129406 135831 133839 157736 129406 130218 129406 135831 157736 135831 129406 130218 93693 108874 130218 93693 129406 130218 133839 135831 129406 93693 129406 133839 135831 130218 129406 93693 130218 157736 93693 133839 93693 129406 133839 135831 135831 93693 93693 135831 133839 129406 129406,thoi-su
21704,158536 142467 53545 158536 86181 154354 29219 97253 86181 158536 53545 154354 29219 86181 158536 86181 53545 142467 97253 86181 154354 29219 97253,thoi-su
21705,148339 110521 148339 55701 110521 138859 45140 120880 55701 45140 148339 120880 120880 45140 138859 110521 138859 110521 45140 118909 120880 138859 118909,thoi-su
21706,158185 66757 86038 126847 158185 66757 142504 86038 126847 75415 86038 126847 86038 126847 66757 142504 16314 158185 86038 126847 66757 75415 16314 66757 16314 66757,thoi-su
21707,153628 21452 114329 93692 85686 132565 21452 153628 114329 93692 153628 85686 132565 21452 153628 34697 34697 132565 21452 34697 114329 153628 93692,thoi-su
21708,145568 42658 145568 42658 135563 130462 140975 26866 145568 103349 42658 145568 42658 135563 26866 130462 140975 26866 145568 42658 135563 42658 145568 42658 145568 42658 135563 130462 140975 26866 145568 103349 130462 140975 42658 145568 145568 103349 26866 145568 103349,thoi-su
21709,158562 85277 132683 124806 132683 158566 85277 132683 124806 132683 158566 158566 85277 132683 124806 124806 158562 130236 132683 131742 158562 132683 158562 158562 130236 131742 158562 132683 130236 130236 158562 131742 132683 158562 131742,thoi-su
21710,52327 53762 26028 53762 142373 159062 4258 26028 92792 142373 53762 26028 53762 142373 159062 52327 4258 52327 53762 142373 159062 26028 26028 53762 26028 142373 4258 53762 4258 26028 92792 52327 4258 52327 4258 26028 4258 26028 52327 53762 4258 92792 92792 53762 142373 92792 142373 159062 142373 142373 159062 53762 4258 92792 159062 92792 142373 52327 92792 53762 142373 159062 53762 142373 159062 4258 92792 4258 53762,thoi-su
21711,124969 45818 124454 14921 43219 124969 45818 124454 93426 124969 93426 14921 14921 43219 45818 124454 87554 87554 124969 43219 93426 124969 124969 45818 124454 93426 124969 93426 87554 124969 45818 45818 124454 87554 87554 87554 124969 87554 93426 14921,thoi-su
21712,157736 21186 54770 54770 139494 21186 14257 129462 157736 54770 14257 129462 157736 129406 54770 139494 129406 54770 129406 21186 21186 54770 14257 129462 157736 14257 129462 157736 129406 54770 21186 54770 54770 139494 54770 129406 54770 139494 129406 129406 139494 21186 139494 21186 54770 129406 54770 139494 14257 129462 157736 14257 129462 129406 129406,thoi-su
21713,109349 161360 160229 28209 161360 160229 132595 28209 54766 149340 161360 160229 28209 160229 28209 109349 54766 149340 161360 160229 54766 54766 28209 132595 109349 160229 160229 54766,thoi-su
21714,24520 27564 131594 157354 27564 26302 24520 131594 27564 24520 27564 26302 131594 131594 131594 157354 27564 24520 27564 26302 157354 27564 48910 24520 48910 27564 26302 27564 131594 27564 48910 26302 27564 27564 27564 24520 27564 161701 157354 26302 157354 131594 27564 157354 161701 27564,thoi-su
